user_id,total_sessions,first_session,last_session,total_revenue,total_orders,clv
user_000500,66,2025-10-23T11:02:27.000+02:00,2026-01-18T08:46:06.000+02:00,3.722243203800001E8,418110,3.7222432038E8
user_000176,66,2025-10-23T17:29:31.000+02:00,2026-01-18T01:28:52.000+02:00,3.722243203800001E8,418110,3.7222432038E8
user_000780,66,2025-10-21T22:24:34.000+02:00,2026-01-16T05:06:05.000+02:00,3.722243203800001E8,418110,3.7222432038E8
user_000417,65,2025-10-22T21:38:57.000+02:00,2026-01-17T21:39:05.000+02:00,3.665845579500001E8,411775,3.6658455795E8
user_000069,65,2025-10-21T00:57:51.000+02:00,2026-01-15T17:15:17.000+02:00,3.665845579500001E8,411775,3.6658455795E8
user_000462,65,2025-10-21T18:56:21.000+02:00,2026-01-17T01:01:50.000+02:00,3.665845579500001E8,411775,3.6658455795E8
user_000184,65,2025-10-23T03:15:37.000+02:00,2026-01-16T13:52:46.000+02:00,3.665845579500001E8,411775,3.6658455795E8
user_000376,65,2025-10-21T11:08:36.000+02:00,2026-01-15T23:28:50.000+02:00,3.665845579500001E8,411775,3.6658455795E8
user_000795,64,2025-10-22T08:47:58.000+02:00,2026-01-18T17:01:33.000+02:00,3.609447955200001E8,405440,3.6094479552E8
user_000709,64,2025-10-23T20:23:35.000+02:00,2026-01-17T20:37:01.000+02:00,3.609447955200001E8,405440,3.6094479552E8
user_000845,64,2025-10-23T09:19:39.000+02:00,2026-01-18T01:34:04.000+02:00,3.609447955200001E8,405440,3.6094479552E8
user_000132,64,2025-10-21T14:44:35.000+02:00,2026-01-17T19:11:03.000+02:00,3.609447955200001E8,405440,3.6094479552E8
user_000798,64,2025-10-22T03:10:53.000+02:00,2026-01-16T22:13:50.000+02:00,3.609447955200001E8,405440,3.6094479552E8
user_000571,64,2025-10-21T22:40:18.000+02:00,2026-01-18T02:55:35.000+02:00,3.609447955200001E8,405440,3.6094479552E8
user_000269,63,2025-10-20T22:38:28.000+02:00,2026-01-17T06:05:54.000+02:00,3.553050330900001E8,399105,3.5530503309E8
user_000582,63,2025-10-21T08:37:11.000+02:00,2026-01-18T01:22:13.000+02:00,3.553050330900001E8,399105,3.5530503309E8
user_000265,63,2025-10-23T05:42:19.000+02:00,2026-01-18T13:56:36.000+02:00,3.553050330900001E8,399105,3.5530503309E8
user_000667,63,2025-10-22T18:47:06.000+02:00,2026-01-18T07:46:11.000+02:00,3.553050330900001E8,399105,3.5530503309E8
user_000257,63,2025-10-21T06:07:56.000+02:00,2026-01-15T02:16:00.000+02:00,3.553050330900001E8,399105,3.5530503309E8
user_000806,63,2025-10-21T18:21:08.000+02:00,2026-01-17T12:18:28.000+02:00,3.553050330900001E8,399105,3.5530503309E8
user_000581,63,2025-10-20T21:51:16.000+02:00,2026-01-17T11:30:15.000+02:00,3.553050330900001E8,399105,3.5530503309E8
user_000393,63,2025-10-20T21:42:37.000+02:00,2026-01-15T00:25:06.000+02:00,3.553050330900001E8,399105,3.5530503309E8
user_000857,63,2025-10-22T06:45:43.000+02:00,2026-01-17T14:26:02.000+02:00,3.553050330900001E8,399105,3.5530503309E8
user_000098,62,2025-10-24T08:16:36.000+02:00,2026-01-16T18:09:54.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000863,62,2025-10-21T20:26:15.000+02:00,2026-01-13T07:48:47.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000313,62,2025-10-21T16:15:51.000+02:00,2026-01-18T12:43:43.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000921,62,2025-10-21T17:56:15.000+02:00,2026-01-16T15:28:40.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000157,62,2025-10-23T02:22:58.000+02:00,2026-01-17T00:48:15.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000322,62,2025-10-22T01:42:17.000+02:00,2026-01-16T13:28:15.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000503,62,2025-10-22T10:35:01.000+02:00,2026-01-18T07:27:14.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000408,62,2025-10-23T23:22:07.000+02:00,2026-01-17T17:18:17.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000890,62,2025-10-22T09:53:35.000+02:00,2026-01-18T00:12:25.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000108,62,2025-10-22T01:17:04.000+02:00,2026-01-16T18:54:54.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000743,62,2025-10-23T14:36:23.000+02:00,2026-01-16T04:15:23.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000193,62,2025-10-21T17:24:57.000+02:00,2026-01-15T21:28:25.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000268,62,2025-10-21T19:50:13.000+02:00,2026-01-17T09:53:10.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000463,62,2025-10-21T01:29:48.000+02:00,2026-01-18T10:20:13.000+02:00,3.496652706600001E8,392770,3.4966527066E8
user_000769,61,2025-10-22T21:42:33.000+02:00,2026-01-18T16:27:07.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000128,61,2025-10-22T02:52:20.000+02:00,2026-01-18T00:01:56.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000253,61,2025-10-22T04:04:35.000+02:00,2026-01-16T23:26:10.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000591,61,2025-10-22T18:56:33.000+02:00,2026-01-17T20:43:28.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000384,61,2025-10-22T21:07:01.000+02:00,2026-01-17T13:04:39.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000489,61,2025-10-24T13:36:50.000+02:00,2026-01-18T10:27:45.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000285,61,2025-10-21T14:27:59.000+02:00,2026-01-18T07:10:38.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000684,61,2025-10-20T23:28:53.000+02:00,2026-01-16T01:26:18.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000738,61,2025-10-21T12:06:26.000+02:00,2026-01-16T06:31:45.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000229,61,2025-10-22T01:54:20.000+02:00,2026-01-17T11:37:01.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000926,61,2025-10-21T08:20:53.000+02:00,2026-01-18T07:39:41.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000755,61,2025-10-21T04:39:44.000+02:00,2026-01-18T07:41:13.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000836,61,2025-10-21T06:45:59.000+02:00,2026-01-17T23:11:14.000+02:00,3.440255082300001E8,386435,3.4402550823E8
user_000277,60,2025-10-23T05:30:32.000+02:00,2026-01-18T04:23:40.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000271,60,2025-10-21T04:18:54.000+02:00,2026-01-18T15:35:55.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000662,60,2025-10-20T23:26:12.000+02:00,2026-01-17T14:01:01.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000296,60,2025-10-21T06:08:40.000+02:00,2026-01-17T18:25:33.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000266,60,2025-10-21T09:54:32.000+02:00,2026-01-16T23:41:27.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000060,60,2025-10-21T05:10:52.000+02:00,2026-01-14T13:42:26.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000234,60,2025-10-25T05:32:43.000+02:00,2026-01-18T13:17:44.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000007,60,2025-10-23T11:59:24.000+02:00,2026-01-13T09:29:51.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000605,60,2025-10-21T03:28:45.000+02:00,2026-01-18T19:01:40.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000884,60,2025-10-21T13:10:49.000+02:00,2026-01-16T00:55:56.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000663,60,2025-10-21T11:19:02.000+02:00,2026-01-17T06:21:14.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000856,60,2025-10-21T18:16:06.000+02:00,2026-01-18T10:25:32.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000290,60,2025-10-21T05:39:26.000+02:00,2026-01-18T02:20:37.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000338,60,2025-10-22T16:19:14.000+02:00,2026-01-17T12:47:48.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000599,60,2025-10-21T00:13:20.000+02:00,2026-01-18T16:16:25.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000416,60,2025-10-22T10:23:32.000+02:00,2026-01-18T06:38:00.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000992,60,2025-10-24T16:22:50.000+02:00,2026-01-18T16:32:26.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000597,60,2025-10-21T02:01:28.000+02:00,2026-01-16T16:08:57.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000790,60,2025-10-20T22:21:23.000+02:00,2026-01-18T04:10:00.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000756,60,2025-10-21T01:55:12.000+02:00,2026-01-15T04:34:21.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000263,60,2025-10-24T15:41:31.000+02:00,2026-01-18T14:51:27.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000127,60,2025-10-22T09:06:48.000+02:00,2026-01-17T10:22:05.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000392,60,2025-10-21T16:47:53.000+02:00,2026-01-14T01:00:47.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000017,60,2025-10-21T10:56:00.000+02:00,2026-01-18T03:03:49.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000654,60,2025-10-23T01:37:20.000+02:00,2026-01-15T11:03:42.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000814,60,2025-10-22T03:58:51.000+02:00,2026-01-18T15:14:56.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000774,60,2025-10-21T22:18:56.000+02:00,2026-01-18T10:03:01.000+02:00,3.383857458000001E8,380100,3.383857458E8
user_000319,59,2025-10-20T20:45:58.000+02:00,2026-01-18T04:13:50.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000668,59,2025-10-21T10:47:42.000+02:00,2026-01-17T18:08:18.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000374,59,2025-10-22T20:05:43.000+02:00,2026-01-15T21:36:42.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000202,59,2025-10-21T00:02:12.000+02:00,2026-01-18T10:10:15.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000262,59,2025-10-20T20:06:08.000+02:00,2026-01-15T15:08:42.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000505,59,2025-10-21T15:12:05.000+02:00,2026-01-18T16:54:03.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000602,59,2025-10-21T22:02:57.000+02:00,2026-01-18T14:33:32.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000652,59,2025-10-23T14:47:56.000+02:00,2026-01-17T18:48:55.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000649,59,2025-10-21T01:14:58.000+02:00,2026-01-17T01:55:16.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000615,59,2025-10-24T13:10:56.000+02:00,2026-01-17T21:56:24.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000614,59,2025-10-21T12:25:42.000+02:00,2026-01-17T16:46:59.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000085,59,2025-10-22T20:41:20.000+02:00,2026-01-15T15:43:48.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000584,59,2025-10-22T18:08:02.000+02:00,2026-01-18T10:15:38.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000950,59,2025-10-23T01:23:24.000+02:00,2026-01-16T15:56:33.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000617,59,2025-10-22T22:30:41.000+02:00,2026-01-18T18:29:09.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000937,59,2025-10-22T23:09:07.000+02:00,2026-01-15T16:31:13.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000731,59,2025-10-21T21:03:01.000+02:00,2026-01-13T00:22:33.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000186,59,2025-10-23T04:13:08.000+02:00,2026-01-16T09:00:16.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000148,59,2025-10-21T17:25:05.000+02:00,2026-01-15T08:41:35.000+02:00,3.3274598337000006E8,373765,3.3274598337E8
user_000049,58,2025-10-26T13:10:52.000+02:00,2026-01-14T03:51:04.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000889,58,2025-10-21T10:37:21.000+02:00,2026-01-17T08:43:27.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000490,58,2025-10-21T02:11:49.000+02:00,2026-01-18T12:43:00.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000355,58,2025-10-21T00:29:20.000+02:00,2026-01-17T23:38:57.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000590,58,2025-10-21T08:45:59.000+02:00,2026-01-17T13:14:51.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000521,58,2025-10-21T06:20:06.000+02:00,2026-01-13T20:17:32.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000420,58,2025-10-20T21:14:27.000+02:00,2026-01-15T08:02:42.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000428,58,2025-10-22T05:05:51.000+02:00,2026-01-18T12:34:41.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000099,58,2025-10-22T02:33:33.000+02:00,2026-01-14T04:18:13.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000208,58,2025-10-21T01:31:41.000+02:00,2026-01-14T00:56:07.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000523,58,2025-10-28T00:38:30.000+02:00,2026-01-13T21:54:15.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000104,58,2025-10-23T01:20:44.000+02:00,2026-01-18T07:16:37.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000057,58,2025-10-22T03:26:14.000+02:00,2026-01-15T20:33:10.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000303,58,2025-10-22T04:06:14.000+02:00,2026-01-18T08:51:57.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000513,58,2025-10-22T01:50:25.000+02:00,2026-01-17T01:28:49.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000596,58,2025-10-21T06:16:58.000+02:00,2026-01-17T07:09:47.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000019,58,2025-10-22T02:20:46.000+02:00,2026-01-17T08:56:37.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000381,58,2025-10-21T08:24:53.000+02:00,2026-01-16T12:46:23.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000115,58,2025-10-27T21:47:28.000+02:00,2026-01-15T13:40:48.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000084,58,2025-10-21T04:49:12.000+02:00,2026-01-17T03:25:08.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000515,58,2025-10-21T01:35:05.000+02:00,2026-01-16T03:37:52.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000496,58,2025-10-21T09:43:15.000+02:00,2026-01-17T05:10:26.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000874,58,2025-10-21T19:20:46.000+02:00,2026-01-17T14:57:59.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000022,58,2025-10-20T23:27:05.000+02:00,2026-01-18T12:55:40.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000655,58,2025-10-21T09:12:04.000+02:00,2026-01-12T21:58:50.000+02:00,3.2710622094000006E8,367430,3.2710622094E8
user_000424,57,2025-10-24T03:52:22.000+02:00,2026-01-16T01:01:06.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000066,57,2025-10-24T04:36:27.000+02:00,2026-01-18T11:37:19.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000445,57,2025-10-21T22:00:50.000+02:00,2026-01-17T09:25:11.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000360,57,2025-10-24T11:32:35.000+02:00,2026-01-18T18:47:10.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000957,57,2025-10-22T07:53:45.000+02:00,2026-01-18T11:09:56.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000292,57,2025-10-21T02:35:21.000+02:00,2026-01-18T05:46:42.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000346,57,2025-10-20T21:18:38.000+02:00,2026-01-18T18:48:43.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000881,57,2025-10-21T09:13:51.000+02:00,2026-01-18T06:27:50.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000842,57,2025-10-22T08:26:23.000+02:00,2026-01-18T13:46:10.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000946,57,2025-10-21T22:16:16.000+02:00,2026-01-18T18:49:33.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000412,57,2025-10-21T16:36:47.000+02:00,2026-01-16T11:35:17.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000139,57,2025-10-21T02:16:10.000+02:00,2026-01-15T05:45:52.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000135,57,2025-10-21T00:20:58.000+02:00,2026-01-17T09:06:20.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000359,57,2025-10-22T09:48:44.000+02:00,2026-01-18T06:26:51.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000024,57,2025-10-22T09:02:07.000+02:00,2026-01-16T14:31:09.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000771,57,2025-10-23T01:20:35.000+02:00,2026-01-15T06:17:10.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000671,57,2025-10-21T17:23:47.000+02:00,2026-01-17T15:10:30.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000719,57,2025-10-24T14:26:08.000+02:00,2026-01-18T12:26:10.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000275,57,2025-10-21T10:03:28.000+02:00,2026-01-16T05:16:14.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000256,57,2025-10-23T17:37:29.000+02:00,2026-01-17T22:35:25.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000562,57,2025-10-22T20:55:40.000+02:00,2026-01-17T00:26:55.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000840,57,2025-10-23T16:23:31.000+02:00,2026-01-18T18:08:06.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000770,57,2025-10-22T05:28:14.000+02:00,2026-01-18T17:44:48.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000968,57,2025-10-21T18:22:56.000+02:00,2026-01-17T23:00:48.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000032,57,2025-10-21T13:51:17.000+02:00,2026-01-18T04:58:49.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000480,57,2025-10-21T08:39:10.000+02:00,2026-01-17T22:15:26.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000625,57,2025-10-21T12:18:14.000+02:00,2026-01-18T20:30:24.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000236,57,2025-10-21T00:36:27.000+02:00,2026-01-15T13:54:31.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000967,57,2025-10-21T08:05:21.000+02:00,2026-01-13T11:24:36.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000227,57,2025-10-22T18:13:22.000+02:00,2026-01-18T12:23:29.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000431,57,2025-10-21T11:24:52.000+02:00,2026-01-18T11:16:22.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000624,57,2025-10-22T03:40:43.000+02:00,2026-01-18T09:39:01.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000036,57,2025-10-21T19:48:53.000+02:00,2026-01-18T10:08:49.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000072,57,2025-10-21T13:06:40.000+02:00,2026-01-15T08:20:49.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000299,57,2025-10-21T12:59:23.000+02:00,2026-01-17T10:59:38.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000898,57,2025-10-21T00:49:01.000+02:00,2026-01-18T11:14:43.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000201,57,2025-10-20T21:16:37.000+02:00,2026-01-16T22:01:16.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000587,57,2025-10-22T03:18:09.000+02:00,2026-01-17T23:13:54.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000837,57,2025-10-20T23:47:56.000+02:00,2026-01-17T15:29:48.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000225,57,2025-10-22T00:03:28.000+02:00,2026-01-17T23:55:08.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000975,57,2025-10-22T03:02:22.000+02:00,2026-01-16T07:58:44.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000827,57,2025-10-21T12:19:30.000+02:00,2026-01-17T04:34:54.000+02:00,3.2146645851000005E8,361095,3.2146645851E8
user_000120,56,2025-10-21T07:37:38.000+02:00,2026-01-15T17:25:45.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000056,56,2025-10-20T23:06:24.000+02:00,2026-01-18T14:25:03.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000332,56,2025-10-20T23:12:58.000+02:00,2026-01-17T22:49:42.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000568,56,2025-10-21T06:18:28.000+02:00,2026-01-17T08:25:56.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000003,56,2025-10-26T05:33:27.000+02:00,2026-01-18T19:33:02.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000510,56,2025-10-21T06:14:48.000+02:00,2026-01-15T04:41:22.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000661,56,2025-10-21T17:44:13.000+02:00,2026-01-18T04:15:43.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000044,56,2025-10-21T00:51:07.000+02:00,2026-01-13T04:06:39.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000097,56,2025-10-20T22:45:26.000+02:00,2026-01-18T12:20:43.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000059,56,2025-10-21T06:24:31.000+02:00,2026-01-17T09:43:17.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000908,56,2025-10-21T03:17:50.000+02:00,2026-01-18T12:12:29.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000421,56,2025-10-21T03:52:56.000+02:00,2026-01-15T18:21:57.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000741,56,2025-10-21T04:06:52.000+02:00,2026-01-17T04:54:29.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000047,56,2025-10-22T22:04:40.000+02:00,2026-01-17T10:08:57.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000481,56,2025-10-24T00:52:36.000+02:00,2026-01-18T03:36:20.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000435,56,2025-10-23T05:13:11.000+02:00,2026-01-16T02:22:57.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000932,56,2025-10-20T22:53:50.000+02:00,2026-01-16T04:19:01.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000665,56,2025-10-21T06:27:07.000+02:00,2026-01-18T10:50:04.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000929,56,2025-10-25T23:20:06.000+02:00,2026-01-15T22:17:27.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000841,56,2025-10-22T04:51:29.000+02:00,2026-01-16T06:40:13.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000394,56,2025-10-21T08:57:55.000+02:00,2026-01-14T20:07:57.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000199,56,2025-10-21T03:10:21.000+02:00,2026-01-12T02:02:43.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000817,56,2025-10-22T15:39:13.000+02:00,2026-01-18T17:44:51.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000635,56,2025-10-21T05:10:16.000+02:00,2026-01-14T18:53:25.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000385,56,2025-10-22T17:55:57.000+02:00,2026-01-18T11:21:05.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000457,56,2025-10-21T00:34:28.000+02:00,2026-01-17T19:09:46.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
user_000450,56,2025-10-21T04:06:16.000+02:00,2026-01-18T17:56:29.000+02:00,3.1582669608000004E8,354760,3.1582669608E8
